classification_id,subject_id,run_id,user,label_id,label_text,comment,flags,time_labeled,dia_source_id
75c37fb915f4428990785a0cb1aa289b,8fb8ccd2e5454f6486ed363d9619a2a7,13e240890d1341d597b3c1b7a7af00de,eiger,0,bogus,"",0,2025-03-11 22:09:43.925+00,192001531883553019
9d5018cd351740ecbdc68c4344eb8eb7,acd9f51acca448c4a2b63b74ec7d5ec2,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 22:10:50.611+00,191966375424557778
78f6593d09d9416e8bcb6d127cdefca9,5fe7ac8493db41b8b1b7b9ea90472d77,13e240890d1341d597b3c1b7a7af00de,eiger,8,unsure,"",0,2025-03-11 22:12:18.259+00,191895867102330898
fa84ac8fa8914e56bf72f15e279c8d88,b4537ab6343543909d36b48ddba2b132,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 22:13:24.843+00,191895855299559445
def02f984d414fd38a3c4bec0b07c77a,7839978fabb54f159deaaea2fc3c9c37,13e240890d1341d597b3c1b7a7af00de,sfu,0,bogus,"",0,2025-03-11 22:15:03.679+00,191755013675024485
a15412f7a5624d85af20dcaf30ce7d1d,2395715ed95346fab145b5e0254f451c,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 22:15:53.326+00,192001521162911960
799fe4fd468347f290ea86bc6e33315a,2c7c2ff562dd4783868e646b4eefb2d4,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 22:16:33.012+00,191860477645553684
ee74d7d4d80f4b18986feb806af8f6d8,9d9da22cec99412abafea925a9248541,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 22:17:18.827+00,191754971773927430
7d6ea8c24b34423c81387c673ef7fcc9,6dcb608ef3f244118db1342fd4e127a7,13e240890d1341d597b3c1b7a7af00de,sfu,5,real-transient,"",0,2025-03-11 22:24:46.711+00,191720038649037031
9decf402b6714905b0db05b19dbf61d7,7a479c3f0f5743b89ba99b221dd0c71d,13e240890d1341d597b3c1b7a7af00de,sfu,0,bogus,"",0,2025-03-11 22:29:04.611+00,191720006445170767
d28042e6370c4c6c845efe137b7c84df,fdbdfef5d27349c88d2a90ad237c8c3d,13e240890d1341d597b3c1b7a7af00de,eiger,6,real-variable,"",0,2025-03-11 22:55:51.231+00,191896130173272090
8246d1886de4451da37e2de9ae1941a1,39335a21e0144e4bb4346a2d4d881a7b,13e240890d1341d597b3c1b7a7af00de,eiger,6,real-variable,"",0,2025-03-11 22:59:01.755+00,191754984683995140
7b97da93fc504876b0700b71301ac0ea,af0f8e2375e942e5b7788901868eb1fa,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 23:00:19.817+00,191614397515300873
54e7c40a57384d658af5029e71ca6009,4000930263994458b4bf577b06591111,13e240890d1341d597b3c1b7a7af00de,eiger,8,unsure,"",0,2025-03-11 23:02:07.289+00,191438278082167111
57ff263950574b5081c5f7dc56e668ed,c93bb67cb9494b79bb48e967c5b81cb8,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:03:11.024+00,191720012896010569
9d42a968208246cdbbd49b04b0d995f9,ba7401135d08486f90cee83b3bd8b78e,13e240890d1341d597b3c1b7a7af00de,eiger,9,bad-subtraction,"",0,2025-03-11 23:04:08.047+00,191016288930234426
05a03838087f4542ba756cd7cec8b885,a0f2f0de17b44e8ca390325cfcadbf2b,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:05:00.876+00,191719730501910565
ce6cb3d5125044e1bd7c2e14882db426,7a6a5141870f4f6cb415594c4f6283bd,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 23:05:45.129+00,191860476580200465
8395830d8c2542ab82128097cfd61bfc,67d7ce9a413148e6b893fbc82b6249b2,13e240890d1341d597b3c1b7a7af00de,eiger,6,real-variable,"",0,2025-03-11 23:08:47.733+00,191016267472175131
59065314b485425cabca3eaf770fb599,530c6a6b59984466980c280c6444abe7,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:09:30.034+00,191649462672687546
acb591d270a041dcb366ad60352e4907,1573d52248d2466fbfd24f4c35df7972,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 23:10:07.121+00,191825307227914370
62f01b590e764f82a2f1bb73139d2fa8,471f037297204cc68baf84eccd6c8bc9,13e240890d1341d597b3c1b7a7af00de,eiger,9,bad-subtraction,"",0,2025-03-11 23:10:44.362+00,191825273937723402
fa5161498ed84d538c67e13679ecf9c8,f585674d53e144349bacd44f12f41ad0,13e240890d1341d597b3c1b7a7af00de,eiger,10,diffraction-spike,"",0,2025-03-11 23:11:28.334+00,192036942831943783
45865dac82004cdf857f438b480d7d67,5e7ceff54bab45e2818c9664ee8778b8,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:12:07.658+00,191931154549440518
e577aaca02e7472c8ec94ffaaf689222,4b8c3bb8fbf2480c8ca33b2732991b59,13e240890d1341d597b3c1b7a7af00de,eiger,9,bad-subtraction,"",0,2025-03-11 23:12:42.106+00,191508878754578795
6fe76680bf254ac2a2df59841de8789a,f46c17c4aac3437f9f2155d0cc4b3b0e,13e240890d1341d597b3c1b7a7af00de,eiger,6,real-variable,"",0,2025-03-11 23:13:25.223+00,191684614836715521
00960932de274e1781bdb54f46273c5a,9afe0f2a447942cba84600fcd5adbc5a,13e240890d1341d597b3c1b7a7af00de,eiger,9,bad-subtraction,"",0,2025-03-11 23:14:45.107+00,190875536438853680
060c5109cfea42c491bf828c611f98eb,4ca11dab53fe4df3b6f111900f92642d,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:15:43.68+00,191719881907896678
c77cecce708640ac8596234bfb85efd6,19594e1b9a9e4c4cb4ef4d907c1a612c,13e240890d1341d597b3c1b7a7af00de,ebellm,9,bad-subtraction,"",0,2025-03-11 04:12:17.463+00,191543897753649165
6c87fc62386644ac802f889d229982a6,7322502172d44304ae9f31bcf001fa37,13e240890d1341d597b3c1b7a7af00de,ebellm,9,bad-subtraction,"",0,2025-03-11 04:15:14.4+00,191684641692844048
1d8f149a5de544fcbaa65c4120d63c05,ac46ae9e927c4d9997aa74d344a8ae6c,13e240890d1341d597b3c1b7a7af00de,ebellm,7,noise,"",0,2025-03-11 05:38:29.5+00,191649489545592889
d5dbc093ab254596b8ced06b2870d8f8,34aa1c06b81f478f93862df247c45d51,13e240890d1341d597b3c1b7a7af00de,ebellm,9,bad-subtraction,"",0,2025-03-11 14:21:12.31+00,191896085071921295
de265ce3f14141a0bf56431a7525261f,705cc7ec22f84224b5e910e41d70675f,13e240890d1341d597b3c1b7a7af00de,ebellm,9,bad-subtraction,"",0,2025-03-11 14:35:42.878+00,191825308301656074
3d29ae82fce34763bd91472c01fcaad6,b50eb79ed9294f159773ff2ef779ab15,13e240890d1341d597b3c1b7a7af00de,ebellm,2,dipole,"",0,2025-03-11 14:51:38.68+00,191438281303392665
d27eb06050b8456cae8608c0bb8432ad,1098c5d452d24648aa77e297cc468422,13e240890d1341d597b3c1b7a7af00de,omullan,6,real-variable,"",0,2025-03-11 21:03:24.711+00,190910632768307979
95b2ad524483485bbda88fce1a5c9ba5,d179451e1c684961b1004f33d5e7f432,13e240890d1341d597b3c1b7a7af00de,mrawls,9,bad-subtraction,"",0,2025-03-11 21:19:12.702+00,191508654325760050
e2cec417e7364f02aa8e0517b7c91590,15ca3136b1c347f986fc7dbd8458b363,13e240890d1341d597b3c1b7a7af00de,jkurla,5,real-transient,"",0,2025-03-11 21:22:29.955+00,191896082916049052
d5e2f2baa353482faa114e623cc9eedc,da3b4a922dc548089bff72b04f29bade,13e240890d1341d597b3c1b7a7af00de,mrawls,2,dipole,"",0,2025-03-11 21:26:49.602+00,191508863713804640
2bfd6b896c1344a2bb3aa8dcb3ad53ab,16a4b593d4af4624a73daea7a093c153,13e240890d1341d597b3c1b7a7af00de,jkurla,10,diffraction-spike,"",0,2025-03-11 21:42:33.356+00,191579061749809184
a40d5b776155438aa2cf80afe47c098b,21a4596dc51b4c9b92b771f231e7ed20,13e240890d1341d597b3c1b7a7af00de,eiger,9,bad-subtraction,"",0,2025-03-11 22:05:07.374+00,191192032553730084
77e4ecbc56344f4c976dc38887ff0098,cb70330d78184a55ae5d5c4b0caf1949,13e240890d1341d597b3c1b7a7af00de,eiger,9,bad-subtraction,"",0,2025-03-11 22:08:40.147+00,191156817064099864
822391b914ce4f13ac75bfd4a29f4026,bfde957563da4048a5cbc9489e6347e2,13e240890d1341d597b3c1b7a7af00de,eiger,9,bad-subtraction,"",0,2025-03-11 22:09:54.359+00,191438419790922294
fc71c734f966407f8e309a33100b0275,549ac2fe3608471f992a40dea1e49589,13e240890d1341d597b3c1b7a7af00de,eiger,0,bogus,"",0,2025-03-11 22:10:53.249+00,191895856385884232
f7b3bd218bdb40de8a517e8d48168fc0,ac0c45e46225465f921dfdddb91e316c,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 22:12:20.13+00,191825333014495256
4823e6edfe2a497e8a600e78494995a2,b7b8f061088a405e8b9f15b7ea51d977,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 22:13:29.086+00,190875508513177649
153fafa198454320831136eefec70b9c,fde116aa0cae48b783ab5f73388bee3a,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 22:15:05.946+00,191896122657079661
8cffabe623394312ac972f211813bb08,3562d30ba2c1460fbee889dd65642a16,13e240890d1341d597b3c1b7a7af00de,eiger,6,real-variable,"",0,2025-03-11 22:15:56.412+00,191966268062957596
8a3e22adb92e483c9b310bfc0f5f5ddd,26fdd895ff624176bd89db119fb4fea5,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 22:16:35.815+00,191684639536971902
6fc331eb66e243e7a97da4df30ffdd1c,aefe09c788234a84b7db55d68c455dd5,13e240890d1341d597b3c1b7a7af00de,eiger,6,real-variable,"",0,2025-03-11 22:17:21.445+00,192001537252262193
e49e5241a26a49c4b22e5e11ddcdd8dc,d713c9075c2f45e097c9baa01a636c7a,13e240890d1341d597b3c1b7a7af00de,sfu,4,cosmic,"",0,2025-03-11 22:19:35.007+00,191297656532762636
268cbd73666e47da91cb99e42404ab69,1602da87de6f4dcb8cfc812cd04ab842,13e240890d1341d597b3c1b7a7af00de,sfu,7,noise,"",0,2025-03-11 22:25:47.39+00,192036954643105544
c8057ff332f941c184cf5cd6b9cf3e2a,213e815a177a4404a448cd0f0ba6c6ad,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 22:54:00.546+00,191860662320758792
8b833ee4b6d44dc5980f536653e4ca20,066ebde0cf8b4fc7b591ed6f9c922e5c,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 22:55:54.417+00,190875513881886781
118071534e3b4437beb7e3878a8d7455,cc63850f19d9422298deb208265a5468,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 22:59:04.597+00,191649475582754869
504c194323214df3ad98e697dd344ced,4898dd08bc764b82b8f975956028a7b7,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 23:00:21.3+00,191684666376323147
7810aa00cf9a464487be1305be7fc1cd,1640381d2f56456a87c9f72fb879548b,13e240890d1341d597b3c1b7a7af00de,eiger,4,cosmic,"",0,2025-03-11 23:02:11.86+00,191157013563047982
861ed1b932074001913c286236c2c7d6,27e3b0a1f07c4040bff065e962b84f3d,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:03:14.659+00,192001515785814192
210d31160ea1498899d32289bc5cbb18,f724dc319b56480aaef5c0338c48f55d,13e240890d1341d597b3c1b7a7af00de,eiger,9,bad-subtraction,"",0,2025-03-11 23:04:09.925+00,191438424098472100
d8dc9ecec3884f4bb4249c0d0f48fff6,cfa0d9a5f3bf4934b5c1283c9646cb04,13e240890d1341d597b3c1b7a7af00de,eiger,0,bogus,"",0,2025-03-11 23:05:04.372+00,191297666229993523
fb3c5d82810344948e0438a730764044,dd2a990601eb4ed089456d4e2521d9e8,13e240890d1341d597b3c1b7a7af00de,eiger,9,bad-subtraction,"",0,2025-03-11 23:05:46.884+00,191614333078208545
e8761c2a88744262b9f722c0ded3918e,472ec9f9536c41e8bdcb3c6462be63a6,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 23:08:49.408+00,191579044561551412
2713bee8d1064456bbf7fdef80d8016e,a00ced7a69234aabacc11b8fe4c52c2d,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:09:31.367+00,191931143812022304
89420bf0f2bb4316a702ac1a8274ba0d,9a3007b14f8c4aaeac5ccbb90994dbd7,13e240890d1341d597b3c1b7a7af00de,eiger,9,bad-subtraction,"",0,2025-03-11 23:10:08.94+00,191931222190981133
2772e518317b4f02af05090c6688bb31,69e1c9c4f2ac409da8fc4225e3ab8ca8,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 23:10:46.021+00,191649391805727259
0cc662eff2fe4be8816c1dfce9764368,df19bf19c0084a37af2cebf92d72311e,13e240890d1341d597b3c1b7a7af00de,eiger,9,bad-subtraction,"",0,2025-03-11 23:11:31.575+00,191192261256544283
62c66b1af5674a3499a2ba03c9003663,85e9b836dc9f42bc9fec6b3e3c45eaf6,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:12:08.872+00,191684656742007250
114a3c00e6234d8ba86dec344e1cfa5b,9501e302b74344228d107a37167960c3,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:12:43.444+00,190910635968562336
55a9a97587f34e66b6933406f4cbd7e8,1f37b0bb785147d6bbb632a374966bde,13e240890d1341d597b3c1b7a7af00de,eiger,8,unsure,"",0,2025-03-11 23:13:29.653+00,191473433463227377
dc7de33b4efc4ff6a12e91074d9e1e52,08c1c0e515c24d848fa95afc91b32ef6,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:14:46.592+00,192036942840332545
00918157095d4ea782364c2f4d6f920a,9003a1413f2a48a8a58cbc079eacbccc,13e240890d1341d597b3c1b7a7af00de,ebellm,0,bogus,"",0,2025-03-11 04:12:25.046+00,191825344813072461
dba1510c4a7c4aa689a7529e66c9ca7d,e1e8ed75e5a6472c87afee56c6162558,13e240890d1341d597b3c1b7a7af00de,ebellm,8,unsure,"",0,2025-03-11 04:15:32.367+00,191192255917195297
09771b1ba5bb495a99df221f87fcf9aa,32ebd1843fda4e9ea5b79f2d79e54bb2,13e240890d1341d597b3c1b7a7af00de,ebellm,9,bad-subtraction,"",0,2025-03-11 05:38:32.283+00,191896085071921291
5cdd4668ec16458eb7109ebed6738dd0,61f0010e13154cb2a0f5a24f3a9b0ee1,13e240890d1341d597b3c1b7a7af00de,ebellm,9,bad-subtraction,"",0,2025-03-11 14:21:18.26+00,191508672579371018
36983e16be2047bfa16a8a570474b719,213a2216ed4e426c8f421c53a2db0f63,13e240890d1341d597b3c1b7a7af00de,ebellm,9,bad-subtraction,"",0,2025-03-11 14:35:44.378+00,191508713398337628
520e273d0f894850af0344f9dfeb088b,efa78a8265d2406a94ef41f8b00db787,13e240890d1341d597b3c1b7a7af00de,ebellm,9,bad-subtraction,"",0,2025-03-11 14:51:40.314+00,191543896692490268
6cc2ffcfb11a440a829ce8e7b3661cca,1098c5d452d24648aa77e297cc468422,13e240890d1341d597b3c1b7a7af00de,mrawls,7,noise,"",0,2025-03-11 21:03:30.092+00,190910632768307979
c31ab93f69ae4ca8b1dc8699e6b14cb0,82fe6bdab8f74362aa3e09ec3eb44bf8,13e240890d1341d597b3c1b7a7af00de,mrawls,7,noise,"",0,2025-03-11 21:19:15.756+00,191649495958683736
bfc043a0d96f4661a0a5c552fb530fdb,b013fbe6f61240bfb4fae1a8cf3a6729,13e240890d1341d597b3c1b7a7af00de,jkurla,2,dipole,"",0,2025-03-11 21:22:36.714+00,191825307232108566
63d32516a1d0491698a03f5f3cea16ca,94c593f3df534563a72b493d2ddff966,13e240890d1341d597b3c1b7a7af00de,mrawls,9,bad-subtraction,"",0,2025-03-11 21:26:59.176+00,191403220415807622
ed7d471516fd45cb8112291726d5efce,efee1b1201a9459e904e9546ad484d3f,13e240890d1341d597b3c1b7a7af00de,jkurla,7,noise,"",0,2025-03-11 21:42:44.229+00,191896089366888946
6d6273a9b3a9419d9fb4a8e642a066f8,963be8235820428db76000229aef8314,13e240890d1341d597b3c1b7a7af00de,eiger,9,bad-subtraction,"",0,2025-03-11 22:05:24.801+00,191508883057934457
c77c99a42e1b421da8828b514aa0031b,9817f1bd7753445192a2a07dfd685482,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 22:08:42.66+00,191543914941906961
b8ceae8154564b4b84522fccb89fd681,aeb3f7b45d164a7aa15589c7e0baa2e6,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 22:09:56.978+00,191931216847437859
4bc8bbade75149f0abc7e09ba6009251,bf6ead381870439db666cd6bd14f5891,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 22:11:04.371+00,192036950331360654
b020312abc4d4e4c8e51efb7250d9f28,5a2d7302b74147d4a6ad31bdd2f9196f,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 22:12:26.697+00,191473599868043347
3a0a08e5eef848319cd92ea75c862d40,6d702b1ee5af4ac5aa1198e0f7f2cc48,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 22:13:32.88+00,191754934205546647
9ecd5d7453634928b686bee153bdeb39,12a6965abc2e449bad5e356a79e7b4eb,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 22:15:08.776+00,191684664224645154
0fa650a6b15b470c8fd60b071062ea0e,8b35311f0664457083e6b89befb64018,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 22:15:58.656+00,191579019840323602
a7a957d7a4a1465894c9cbe6f8c7309c,b27fc78f1c9b4e5e9ae789747d8f5dd9,13e240890d1341d597b3c1b7a7af00de,eiger,9,bad-subtraction,"",0,2025-03-11 22:16:42.193+00,191016288938622988
0cd34f4d52c54e8b8871d49e991ea552,fcffbb669a4f4926b126f37c9131dbd2,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 22:17:26.705+00,191508652186664983
b6304501e2ce4fd18c7585efa4128667,bdda5e50ff6243ad9e3e75206b40f6d5,13e240890d1341d597b3c1b7a7af00de,sfu,4,cosmic,"",0,2025-03-11 22:19:39.215+00,191895867114913808
2e6fcf80b4274b7cabfafdbf1fec5aab,a03601f836394d3a8a78ff72c7087342,13e240890d1341d597b3c1b7a7af00de,sfu,8,unsure,"",0,2025-03-11 22:26:06.615+00,191895750064472122
6585837f3c554a8694a7286ad6940a4b,b572b848dd564c8ca574677fedd70c54,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 22:54:05.473+00,191403221468577849
6915cab444fa4365aa42ea315a7b3422,0ae9f2c561db4cc7860134472233c987,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 22:55:57.87+00,191719875461251525
dfe001b0fed143dba011d6d3a1f40bbe,b92712008f524ad1b1a29129bac8be84,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 22:59:11.876+00,191896099026370783
bb3da801568347ff96bb59b9f0569964,5e6b0797079d4bb88ea9ec8cd51ccc29,13e240890d1341d597b3c1b7a7af00de,eiger,8,unsure,"",0,2025-03-11 23:00:25.21+00,191895748999118923
44d8aff4f75e4439b45f4d4bc0e6acdf,c7adac58ed2a4e4fa2f7f661b7d708b2,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:02:13.611+00,191825339440168968
16780bdcde264d1aa8ccce46ac9f2652,5e1d703318474f0e84220924761a4108,13e240890d1341d597b3c1b7a7af00de,eiger,4,cosmic,"",0,2025-03-11 23:03:19.605+00,191720001089045049
99e7eb06d1b04a369b3c107dee7387cb,9b48092e71fe46fc89f24c90dbcbf0a4,13e240890d1341d597b3c1b7a7af00de,eiger,9,bad-subtraction,"",0,2025-03-11 23:04:11.542+00,191720044047106086
fc875000d8e646b3b280391463576315,382feb24721542339eb884b6adcae305,13e240890d1341d597b3c1b7a7af00de,eiger,0,bogus,"",0,2025-03-11 23:05:06.207+00,191966375458112061
7f7e068e8fca454d9fa7c7e29b96b3a5,388229998dfb46d4b192b78ff75b33f0,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:05:48.455+00,191297665139474463
b2f80d3a7dfd4965bfc518175f5fc3c1,90952be99da6434e856134bda8dadf88,13e240890d1341d597b3c1b7a7af00de,eiger,6,real-variable,"",0,2025-03-11 23:08:51.566+00,191966436636230004
a115ecf7fca742849a80b389db86eb90,13fce823953b4d748552e2aa63c944e7,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:09:32.239+00,191966288485023809
60131543d0c54b97addb0a66523108da,0c31b9d634f64c83beede54fb3a439a7,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 23:10:10.658+00,191966364691333522
ff5acc61f1f34ba383e13d4d4185c19b,f8cddb25af014f50b47a1225d72c5ed4,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:10:47.173+00,191931129849184265
ac2cd942f53c438c9557a1072673d172,09bedbd310f6435bb8f58d110ed0f87f,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:11:35.225+00,191931125579382817
d52d45b9bb8847e78be631513b9f9d30,fe09841be95543f985a587bcdcaa176b,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:12:10.002+00,190910615554883725
3961e1d39b2c4a97b1f9eacf64495670,c14391fe0a0940d1b5b9aab2a7097088,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:12:44.847+00,191192029357670406
411e0ccf03a44506a6fd917050374b66,f73fa266c8f5438bb987c9c89b50ff87,13e240890d1341d597b3c1b7a7af00de,eiger,2,dipole,"",0,2025-03-11 23:13:31.618+00,192001627471740988
69042aa5eb8c4dd5ae6f4b5d34b2fe2c,bc91b623677c468e8ee62b42349f9e0e,13e240890d1341d597b3c1b7a7af00de,eiger,7,noise,"",0,2025-03-11 23:14:47.589+00,191931132021833797
351f5942b75c4a5abf331625727629bb,188585eccf9246488e3a96b478eea3c7,13e240890d1341d597b3c1b7a7af00de,eiger,9,bad-subtraction,"",0,2025-03-11 23:15:18.654+00,191192261277515791
a46897e4444046b8b5622b36a55792c9,57cedd87b6c2481094299a8bb4de753b,13e240890d1341d597b3c1b7a7af00de,ebellm,8,unsure,"",0,2025-03-11 04:12:52.13+00,191016273931403266
3cae3397e28a434a87cefd67eccbc2b1,2341e85014e14204a88f7161910e25bf,13e240890d1341d597b3c1b7a7af00de,ebellm,9,bad-subtraction,"",0,2025-03-11 04:15:34.417+00,191156812756549682
8e497ecf46b641f8a628a74aa1939c57,12c85830856d4d0a958aabfaf63524c5,13e240890d1341d597b3c1b7a7af00de,ebellm,9,bad-subtraction,"",0,2025-03-11 14:35:45.744+00,191579041340325903
96bef1c90f65482ca6d5c2af80b69d25,0713d23f2ff94ccdaa4ffb56ee9233af,13e240890d1341d597b3c1b7a7af00de,ebellm,2,dipole,"",0,2025-03-11 14:51:43.814+00,191719888354541804
c28562ee545744118a8e241274a15238,1098c5d452d24648aa77e297cc468422,13e240890d1341d597b3c1b7a7af00de,czw,7,noise,"",0,2025-03-11 21:03:49.131+00,190910632768307979
5d6bd889e736433ca26d837aebc3ff99,778b951f80de493d950668684b101aa2,13e240890d1341d597b3c1b7a7af00de,mrawls,9,bad-subtraction,"",0,2025-03-11 21:19:22.714+00,192001676855476537
6e64cfb698314337b816a401fc23b824,22c54e6cad5842ae99e8f8412762bb99,13e240890d1341d597b3c1b7a7af00de,jkurla,9,bad-subtraction,"",0,2025-03-11 21:22:40.981+00,191473656780554256
db753188531a40ca8be27477706b144f,503af6be16a04ac980c4946eb0502fd8,13e240890d1341d597b3c1b7a7af00de,mrawls,7,noise,"",0,2025-03-11 21:27:01.215+00,191543814022758545
ab088e41e52444df9a2e6c6e3e7d141d,1b20893b2b6341cfac446ef35c9d202d,13e240890d1341d597b3c1b7a7af00de,jkurla,2,dipole,"",0,2025-03-11 21:42:49.538+00,191508651125506091
9170a6b3ba6e41d8a7a4bac1f80a1527,92915eb7fc1a4aa9bda5b91a47e79312,13e240890d1341d597b3c1b7a7af00de,eiger,8,unsure,"",0,2025-03-11 22:06:14.686+00,191895761879826508
