diaSourceId,ra,dec,midpointMjdTai,real,type
1257927201521702,55.82009556380817,-32.36747435412589,59583.12505122453,0,
1257927201521704,55.80777771590746,-32.37239549321167,59583.12505122453,0,
1257927201521705,55.74176323047904,-32.3820086007258,59583.12505122453,0,
1257927201521706,55.6486254440782,-32.399390312860454,59583.12505122453,0,
1257927201521707,55.58553625126924,-32.40922233047021,59583.12505122453,0,
1257927201521708,55.5993477913733,-32.40895195345223,59583.12505122453,0,
1257927201521709,55.65357398618507,-32.40142899282417,59583.12505122453,0,
1257927201521711,55.58331034982185,-32.415667890054834,59583.12505122453,0,
1257927201521713,55.66520432226434,-32.40615437517948,59583.12505122453,0,
1257927201521714,55.70268367911592,-32.40105679459647,59583.12505122453,0,
1257927201521715,55.612556018951054,-32.41559750012661,59583.12505122453,0,
1257927201521716,55.68336575842609,-32.406313667307145,59583.12505122453,0,
1257927201521717,55.76995402340928,-32.398163211865146,59583.12505122453,0,
1257927201521718,55.73609260328801,-32.40370793544788,59583.12505122453,0,
1257927201521719,55.57813641960007,-32.4294657770129,59583.12505122453,0,
1257927201521720,55.67166110299724,-32.41750054242745,59583.12505122453,0,
1257927201521721,55.804580016709565,-32.399546611811395,59583.12505122453,0,
1257927201521722,55.69326002676536,-32.41912927279394,59583.12505122453,0,
1257927201521723,55.77717775483669,-32.41153778761391,59583.12505122453,0,
1257927201521724,55.67083526768848,-32.428108682643874,59583.12505122453,0,
1257927201521725,55.62204785713042,-32.43563438607377,59583.12505122453,0,
1257927201521726,55.762881697417065,-32.418194710816294,59583.12505122453,0,
1257927201521727,55.64788633089575,-32.43811825661279,59583.12505122453,0,
1257927201521728,55.59041328533405,-32.45022482772095,59583.12505122453,0,
1257927201521729,55.68129754608009,-32.4375154973315,59583.12505122453,0,
1257927201521730,55.78466891601059,-32.4255499288813,59583.12505122453,0,
1257927201521731,55.73081383029309,-32.43510469029581,59583.12505122453,0,
1257927201521732,55.72038271004333,-32.44080867209545,59583.12505122453,0,
1257927201521736,55.63773111479147,-32.45524647261767,59583.12505122453,0,
1257927201521740,55.78745058696823,-32.43580009532534,59583.12505122453,0,
1257927201521742,55.7325918098884,-32.444866955518215,59583.12505122453,0,
1257927201521743,55.79352003760378,-32.43653642716809,59583.12505122453,0,
1257927201521744,55.83650395127842,-32.43104816000202,59583.12505122453,0,
1257927201521774,55.76406602720086,-32.44888559285529,59583.12505122453,0,
1257927201521780,55.78285176331858,-32.44713697834115,59583.12505122453,0,
1257927201521781,55.79085877328188,-32.44714252748447,59583.12505122453,0,
1257927201521782,55.80686297983454,-32.4448410524723,59583.12505122453,0,
1257927201521788,55.766503032549615,-32.45326464911266,59583.12505122453,0,
1257927201521792,55.74109287821069,-32.458803196527775,59583.12505122453,0,
1257927201521795,55.80720955661656,-32.44845625329088,59583.12505122453,0,
1257927201521796,55.830931059478,-32.44507046755096,59583.12505122453,0,
1257927201521797,55.74109287821069,-32.458803196527775,59583.12505122453,0,
1257927201521801,55.77940785211725,-32.455991070239286,59583.12505122453,0,
1257927201521807,55.7491764890362,-32.46145083316975,59583.12505122453,0,
1257927201521808,55.75623474092868,-32.46041382152333,59583.12505122453,0,
1257927201521809,55.76975715721576,-32.45836952637361,59583.12505122453,0,
1257927201521811,55.76975715721576,-32.45836952637361,59583.12505122453,0,
1257927201521813,55.81366476220692,-32.4528925084018,59583.12505122453,0,
1257927201521816,55.82361095349064,-32.45387832809858,59583.12505122453,0,
1257927201521818,55.81824748541204,-32.45472573981329,59583.12505122453,0,
1257927201521822,55.79519139519458,-32.45940971861508,59583.12505122453,0,
1257927201521825,55.81592377376725,-32.45704256503412,59583.12505122453,0,
1257927201521826,55.78798580678192,-32.46130525977515,59583.12505122453,0,
1257927201521827,55.83643577281644,-32.454580757339194,59583.12505122453,0,
1257927201521828,55.82046314163596,-32.45705010321608,59583.12505122453,0,
1257927201521829,55.824081457482826,-32.45679849437656,59583.12505122453,0,
1257927201521831,55.77523974214838,-32.464895017220606,59583.12505122453,0,
1257927201521835,55.787488409513095,-32.46410796910304,59583.12505122453,0,
1257927201521837,55.74941802384426,-32.47072055877941,59583.12505122453,0,
1257927201521839,55.83094999221368,-32.46084108021121,59583.12505122453,0,
1257927201521840,55.82408511150743,-32.462946307489304,59583.12505122453,0,
1257927201521841,55.79281588849163,-32.46761025999837,59583.12505122453,0,
1257927201521842,55.819597049180814,-32.464836431216334,59583.12505122453,0,
1257927201521848,55.80165592698786,-32.468659214622264,59583.12505122453,0,
1257927201521849,55.78635558542253,-32.47155042532368,59583.12505122453,0,
1257927201521854,55.797821232127376,-32.47251765086095,59583.12505122453,0,
1257927201521855,55.74764900686028,-32.47994713377378,59583.12505122453,0,
1257927201521857,55.75136621748225,-32.47985244705743,59583.12505122453,0,
1257927201521861,55.7901033676415,-32.47483415040527,59583.12505122453,0,
1257927201521862,55.762633364021546,-32.4791559980721,59583.12505122453,0,
1257927201521863,55.78517273178845,-32.47584173831908,59583.12505122453,0,
1257927201521864,55.8421490994994,-32.46767051443113,59583.12505122453,0,
3162235706802178,55.813621115159016,-32.25307479680861,59588.0955482199,0,
3162235706802179,55.61197215547059,-32.292873742601245,59588.0955482199,0,
3162235706802180,55.777092082592496,-32.26273743125764,59588.0955482199,0,
3162235706802181,55.7489153645704,-32.27052646872436,59588.0955482199,0,
3162235706802182,55.75273123179053,-32.27045621379449,59588.0955482199,0,
3162235706802183,55.73592469724481,-32.27679238293364,59588.0955482199,0,
3162235706802184,55.790623105399966,-32.27014722326329,59588.0955482199,0,
3162235706802185,55.76766823857256,-32.27479448142261,59588.0955482199,0,
3162235706802186,55.64612285964341,-32.301769223521326,59588.0955482199,0,
3162235706802187,55.697208571140045,-32.29313701118559,59588.0955482199,0,
3162235706802188,55.73823495328361,-32.29375921850781,59588.0955482199,0,
3162235706802189,55.72380380321035,-32.29609469315704,59588.0955482199,0,
3162235706802190,55.72917819662288,-32.29702772338831,59588.0955482199,0,
3162235706802191,55.62444518790723,-32.32281226220015,59588.0955482199,0,
3162235706802192,55.792148641694176,-32.292336006601765,59588.0955482199,0,
3162235706802193,55.84547145532248,-32.28966084639162,59588.0955482199,0,
3162235706802194,55.869850694115584,-32.29983428681659,59588.0955482199,0,
3162235706802196,55.812384294881255,-32.3177764268308,59588.0955482199,0,
3162235706802198,55.739528453324205,-32.35606074755848,59588.0955482199,0,
3162235706802199,55.65646407904836,-32.39131360493041,59588.0955482199,0,
3162235706802200,55.76477719772828,-32.37205122314882,59588.0955482199,0,
3162235706802201,55.73619387345405,-32.378693821069575,59588.0955482199,0,
3162235706802203,55.6470881449664,-32.39730773741862,59588.0955482199,0,
3162235706802205,55.68430945247321,-32.3950654292044,59588.0955482199,0,
3162235706802206,55.70181486570795,-32.39579062600531,59588.0955482199,0,
3162235706802208,55.770706812504166,-32.38363450480899,59588.0955482199,0,
3162235706802210,55.66760457617468,-32.41126528154867,59588.0955482199,0,
3162235706802211,55.65008826951575,-32.43278775133326,59588.0955482199,0,
3162235706802213,55.65895512297662,-32.44238303829466,59588.0955482199,0,
3162235706802215,55.654784512989934,-32.44643936573895,59588.0955482199,0,
3162235706802216,55.652088493911904,-32.44941951837432,59588.0955482199,0,
3162235706802217,55.71881617306396,-32.4390797214344,59588.0955482199,0,
3162235706802219,55.668074168837535,-32.45021125155453,59588.0955482199,0,
3162235706802220,55.666597238859566,-32.45095616740421,59588.0955482199,0,
3162235706802221,55.65832189390478,-32.453660060674146,59588.0955482199,0,
3162235706802222,55.68019864522383,-32.44997113233262,59588.0955482199,0,
3162235706802223,55.87989809263835,-32.413750964558474,59588.0955482199,0,
3162235706802224,55.73291264132251,-32.44470216509397,59588.0955482199,0,
3162235706802226,55.682456577392,-32.45757531028054,59588.0955482199,0,
3162235706802227,55.66349949257005,-32.46162855864375,59588.0955482199,0,
3162235706802228,55.84874269100637,-32.425558610472315,59588.0955482199,0,
3162235706802230,55.6678553309273,-32.46248821716147,59588.0955482199,0,
3162235706802231,55.6871434723556,-32.459159271608385,59588.0955482199,0,
3162235706802232,55.68520055425155,-32.461133945302045,59588.0955482199,0,
3162235706802233,55.695585853873055,-32.46285109783833,59588.0955482199,0,
3162235706802234,55.70499759586389,-32.462582534829856,59588.0955482199,0,
3162235706802235,55.68223069613843,-32.469744590604066,59588.0955482199,0,
3162235706802236,55.67589854117838,-32.47200653930338,59588.0955482199,0,
3162235706802237,55.69711243679301,-32.46904396698653,59588.0955482199,0,
3162235706802238,55.74082043059539,-32.46058450204296,59588.0955482199,0,
3162235706802239,55.73314573661357,-32.46273869093845,59588.0955482199,0,
3162235706802240,55.69034247194923,-32.47145591910395,59588.0955482199,0,
3162235706802241,55.7225882813993,-32.46807275047288,59588.0955482199,0,
3162235706802242,55.6980464919066,-32.47312314130161,59588.0955482199,0,
3162235706802243,55.79616777088361,-32.45488573441324,59588.0955482199,0,
3162235706802244,55.715218972481104,-32.471210640342896,59588.0955482199,0,
3162235706802245,55.6630251028462,-32.48193517533011,59588.0955482199,0,
3162235706802247,55.66731236088278,-32.48394637240753,59588.0955482199,0,
3162235706802248,55.70604236862196,-32.47848678787058,59588.0955482199,0,
3162235706802249,55.692594057714906,-32.48329790259967,59588.0955482199,0,
3162235706802250,55.73982195176095,-32.476192120410566,59588.0955482199,0,
3162235706802251,55.843723155352144,-32.4556983232128,59588.0955482199,0,
3162235706802252,55.67278233655272,-32.49067586150761,59588.0955482199,0,
3162235706802254,55.68590317364909,-32.48927653149394,59588.0955482199,0,
3162235706802255,55.84962600089429,-32.45764837469084,59588.0955482199,0,
3162235706802256,55.81950034261249,-32.4647985779971,59588.0955482199,0,
3162235706802258,55.70597091935469,-32.488119335622024,59588.0955482199,0,
3162235706802259,55.73901636213117,-32.48318729264504,59588.0955482199,0,
3162235706802262,55.70110446094709,-32.492780461686266,59588.0955482199,0,
6683021725925377,55.9514771076479,-32.247268184520536,59597.08103622454,0,
6683021725925386,55.937817421680656,-32.2648037092314,59597.08103622454,0,
6683021725925391,55.89852106372332,-32.214569230233295,59597.08103622454,0,
6683021725925393,55.842108965393045,-32.12028522933505,59597.08103622454,0,
6683021725925394,55.9338081888737,-32.32273249261472,59597.08103622454,0,
6683021725925400,55.81364490558299,-32.25305310926049,59597.08103622454,0,
6683021725925401,55.75673075369833,-32.15030655095677,59597.08103622454,0,
6683021725925402,55.79473490271502,-32.23958844908046,59597.08103622454,0,
6683021725925403,55.79036433970811,-32.269959512972875,59597.08103622454,0,
6683021725925404,55.72702494794241,-32.15777406376245,59597.08103622454,0,
6683021725925406,55.79226045117271,-32.29217734909752,59597.08103622454,0,
6683021725925408,55.73300961606145,-32.190568144123425,59597.08103622454,0,
6683021725925410,55.72451610119739,-32.235204598093354,59597.08103622454,0,
6683021725925411,55.747945545309264,-32.29141110813904,59597.08103622454,0,
6683021725925412,55.736379013401006,-32.28113033467101,59597.08103622454,0,
6683021725925413,55.7645416901214,-32.35042958588889,59597.08103622454,0,
6683021725925415,55.72177907517573,-32.275190551626785,59597.08103622454,0,
6683021725925416,55.70847819472084,-32.267277834501726,59597.08103622454,0,
6683021725925417,55.67770690874723,-32.2401450063817,59597.08103622454,0,
6686731503927306,55.79947810833179,-32.13483529615647,59597.08420321991,0,
6686731503927307,55.83188181320767,-32.19266386728848,59597.08420321991,0,
6686731503927316,55.78620000767068,-32.1425398348863,59597.08420321991,0,
6686731503927318,55.82909906775985,-32.22064157914976,59597.08420321991,0,
6686731503927321,55.75970329784562,-32.13618779122978,59597.08420321991,0,
6686731503927322,55.79539544240249,-32.198746829772745,59597.08420321991,0,
6686731503927324,55.84544818777298,-32.29001240008067,59597.08420321991,0,
6686731503927326,55.745400737846445,-32.132960090843284,59597.08420321991,0,
6686731503927328,55.7378039535773,-32.143815949103164,59597.08420321991,0,
6686731503927329,55.79465121198894,-32.240524539343184,59597.08420321991,0,
6686731503927331,55.72364198072981,-32.13393737825817,59597.08420321991,0,
6686731503927332,55.727120151591,-32.1576585396917,59597.08420321991,0,
6686731503927333,55.79058067594925,-32.27030964907534,59597.08420321991,0,
6686731503927334,55.71086755336479,-32.14247333499577,59597.08420321991,0,
6686731503927335,55.70587469695613,-32.13969886319573,59597.08420321991,0,
6686731503927338,55.73271304175725,-32.19027894848475,59597.08420321991,0,
6686731503927339,55.79241151730847,-32.29253009500545,59597.08420321991,0,
6686731503927340,55.73829242289392,-32.20514498283555,59597.08420321991,0,
6686731503927343,55.7283625165155,-32.22795927313461,59597.08420321991,0,
6686731503927344,55.75284778311752,-32.27029420491176,59597.08420321991,0,
6686731503927345,55.724550008149706,-32.23518606663115,59597.08420321991,0,
6686731503927346,55.67013187128352,-32.15603000549431,59597.08420321991,0,
6686731503927347,55.66579690227927,-32.16789402220875,59597.08420321991,0,
6686731503927348,55.754842135453885,-32.31869317485706,59597.08420321991,0,
6686731503927349,55.670679357229375,-32.156136786079614,59597.08420321991,0,
6686731503927350,55.678726629251045,-32.1976084584648,59597.08420321991,0,
6686731503927351,55.71740281594003,-32.26299805496111,59597.08420321991,0,
6686731503927352,55.652445961178685,-32.18048692871687,59597.08420321991,0,
6686731503927353,55.652408400742885,-32.19381295662123,59597.08420321991,0,
6686731503927354,55.73904293170945,-32.35599571081761,59597.08420321991,0,
6686731503927355,55.65245085735668,-32.21704019936271,59597.08420321991,0,
6686731503927356,55.63820019082935,-32.19665229519618,59597.08420321991,0,
6686731503927358,55.66403132709132,-32.254281349897056,59597.08420321991,0,
6686731503927359,55.63839647618703,-32.21181269212653,59597.08420321991,0,
6686731503927360,55.67192102954604,-32.26752197399635,59597.08420321991,0,
6686731503927361,55.63561081738728,-32.217154522601184,59597.08420321991,0,
6686731503927362,55.614044495559845,-32.194090628656085,59597.08420321991,0,
6686731503927367,55.6105710674204,-32.20048157782803,59597.08420321991,0,
6686731503927369,55.61735146734222,-32.216637115720566,59597.08420321991,0,
6686731503927372,55.6166493959691,-32.225628661358186,59597.08420321991,0,
6686731503927375,55.66194859488991,-32.30324192536898,59597.08420321991,0,
6686731503927376,55.61780261698124,-32.232074695366656,59597.08420321991,0,
6686731503927377,55.62968836459647,-32.25700880540955,59597.08420321991,0,
6702348541886465,55.96500623555617,-32.39626032190651,59597.09783222222,0,
6702348541886471,55.9502066720853,-32.38412442134139,59597.09783222222,0,
6702348541886477,55.9538168909138,-32.40771878905948,59597.09783222222,0,
6702348541886478,55.87196298966415,-32.28680257563245,59597.09783222222,0,
6702348541886481,55.94727445856639,-32.412089659115324,59597.09783222222,0,
6702348541886483,55.92156960907384,-32.3815962317639,59597.09783222222,0,
6702348541886487,55.92699020059152,-32.40131897695774,59597.09783222222,0,
6702348541886490,55.84530116271219,-32.289738461385404,59597.09783222222,0,
6702348541886495,55.92836434694404,-32.44107275252927,59597.09783222222,0,
6702348541886496,55.907741373542784,-32.41543005120296,59597.09783222222,0,
6702348541886499,55.89847243028665,-32.42909893201073,59597.09783222222,0,
6702348541886508,55.792523804188136,-32.292425839861984,59597.09783222222,0,
6702348541886511,55.88896363521782,-32.45096049827719,59597.09783222222,0,
6702348541886515,55.76655654044273,-32.28269878984953,59597.09783222222,0,
6702348541886516,55.88305112786603,-32.45876899790509,59597.09783222222,0,
6702348541886520,55.77791179634449,-32.3221012660704,59597.09783222222,0,
6702348541886525,55.75400476512797,-32.34042484155974,59597.09783222222,0,
6702348541886530,55.81937239396,-32.46481419691506,59597.09783222222,0,
6702348541886531,55.83174849170269,-32.484888252346,59597.09783222222,0,
6702348541886532,55.82276315111506,-32.47554213592789,59597.09783222222,0,
6702348541886533,55.73977326244405,-32.35578433007609,59597.09783222222,0,
6702348541886534,55.82147877457376,-32.480212002876144,59597.09783222222,0,
6702348541886535,55.76294510719153,-32.41811627942476,59597.09783222222,0,
6702348541886537,55.8121221573692,-32.50261119426969,59597.09783222222,0,
6702348541886538,55.8154771522265,-32.50741606252413,59597.09783222222,0,
6702348541886539,55.78546954085051,-32.4646067200255,59597.09783222222,0,
6702348541886540,55.811663491632025,-32.50546324856556,59597.09783222222,0,
6702348541886542,55.797247252759774,-32.488644020776555,59597.09783222222,0,
6702348541886544,55.78286046370195,-32.47940286533043,59597.09783222222,0,
6702348541886545,55.79603022871821,-32.50446596276846,59597.09783222222,0,
6702348541886546,55.80113332860629,-32.51501013033078,59597.09783222222,0,
6702348541886547,55.7859677345791,-32.4950647673983,59597.09783222222,0,
6702348541886548,55.7737854654516,-32.48189775612057,59597.09783222222,0,
6702348541886549,55.779215804315776,-32.495965453995694,59597.09783222222,0,
6702348541886551,55.77669421625245,-32.49882133495872,59597.09783222222,0,
6702348541886552,55.79045984102488,-32.52048918489093,59597.09783222222,0,
6702348541886553,55.77374816364757,-32.49916633310076,59597.09783222222,0,
6702348541886554,55.78316107914293,-32.514952627942456,59597.09783222222,0,
6702348541886555,55.76922248494414,-32.49527800005628,59597.09783222222,0,
6702348541886556,55.70180756079592,-32.39577602455782,59597.09783222222,0,
6702348541886557,55.75590978308538,-32.47761789040319,59597.09783222222,0,
6702348541886558,55.73259907795627,-32.44481284449806,59597.09783222222,0,
6702348541886559,55.77070328322208,-32.50611915264445,59597.09783222222,0,
6702348541886560,55.74983144739848,-32.47766004978281,59597.09783222222,0,
6702348541886561,55.75584669706683,-32.48850548958341,59597.09783222222,0,
6702348541886562,55.779389222961456,-32.52451912019083,59597.09783222222,0,
6702348541886563,55.7309343165088,-32.45422422358279,59597.09783222222,0,
6702348541886564,55.76853690516788,-32.51007695405552,59597.09783222222,0,
6702348541886566,55.72738276219307,-32.4529416193243,59597.09783222222,0,
6702348541886567,55.733157883415565,-32.462598811556845,59597.09783222222,0,
6702348541886568,55.74234675300684,-32.48098160721082,59597.09783222222,0,
6702348541886569,55.736458645355455,-32.47357952028918,59597.09783222222,0,
6702348541886570,55.7551453781441,-32.502236800335304,59597.09783222222,0,
6702348541886571,55.75948073900212,-32.521469994548035,59597.09783222222,0,
6702348541886572,55.74097724832495,-32.494527492901184,59597.09783222222,0,
6702348541886574,55.719868434353046,-32.47232678316464,59597.09783222222,0,
6702348541886576,55.73593833174817,-32.49820462374192,59597.09783222222,0,
6702348541886578,55.74922463203647,-32.520127480573805,59597.09783222222,0,
6702348541886579,55.74819006265905,-32.518813308336895,59597.09783222222,0,
6702348541886580,55.648331172525104,-32.37097043887388,59597.09783222222,0,
7127535271804935,55.72743506023707,-32.157544268140576,59598.11403722222,0,
7127535271804941,55.84767005529483,-32.202810160141915,59598.11403722222,0,
7127535271804943,55.8532467571201,-32.20680530090785,59598.11403722222,0,
7127535271804944,55.73836058160374,-32.1714263018746,59598.11403722222,0,
7127535271804945,55.821391742612526,-32.20001583080256,59598.11403722222,0,
7127535271804947,55.67034504025917,-32.15572144355567,59598.11403722222,0,
7127535271804950,55.62918458315465,-32.14873940181936,59598.11403722222,0,
7127535271804951,55.62509275681855,-32.14846759488547,59598.11403722222,0,
7127535271804952,55.665630312110125,-32.1678860922356,59598.11403722222,0,
7127535271804955,55.67284480981702,-32.18190559132445,59598.11403722222,0,
7127535271804956,55.59711568156885,-32.15970322839535,59598.11403722222,0,
7127535271804957,55.758351077333415,-32.22661112766381,59598.11403722222,0,
7127535271804958,55.58984889123569,-32.17302067958883,59598.11403722222,0,
7127535271804961,55.833093940756456,-32.25641801929361,59598.11403722222,0,
7127535271804962,55.81350513021936,-32.25312403659788,59598.11403722222,0,
7127535271804963,55.72807701536634,-32.22812367926908,59598.11403722222,0,
7127535271804964,55.72434988008632,-32.23539370142616,59598.11403722222,0,
7127535271804965,55.65243799891952,-32.21704793477475,59598.11403722222,0,
7127535271804966,55.790353774156,-32.27000155214796,59598.11403722222,0,
7127535271804968,55.7177659248845,-32.26321704728814,59598.11403722222,0,
7127535271804969,55.68309566856668,-32.25584345093345,59598.11403722222,0,
7127535271804971,55.664406282908935,-32.254131456949146,59598.11403722222,0,
7127535271804972,55.73932795623737,-32.27977435600689,59598.11403722222,0,
7127535271804973,55.75656719808575,-32.288382887620365,59598.11403722222,0,
7127535271804974,55.7365366243829,-32.28481390661351,59598.11403722222,0,
7127535271804975,55.72086111284184,-32.28248697750103,59598.11403722222,0,
7127535271804976,55.67204501214555,-32.26764174424906,59598.11403722222,0,
7127535271804977,55.73794053106023,-32.29360534529946,59598.11403722222,0,
7127535271804978,55.80676505234662,-32.315646836525346,59598.11403722222,0,
7127535271804979,55.73546508031611,-32.29517715431803,59598.11403722222,0,
7127535271804980,55.57878208614071,-32.25296315599179,59598.11403722222,0,
7127535271804981,55.61540833911945,-32.268495678837425,59598.11403722222,0,
7127535271804982,55.59808861384151,-32.26780202351027,59598.11403722222,0,
7127535271804983,55.638544216019135,-32.282344776527225,59598.11403722222,0,
7127535271804984,55.55515071365457,-32.25717486919639,59598.11403722222,0,
7127535271804986,55.634520891768105,-32.29715112329489,59598.11403722222,0,
7127535271804987,55.69466523467549,-32.32058987856433,59598.11403722222,0,
7127535271804991,55.77317631006461,-32.3640875447637,59598.11403722222,0,
7127535271804993,55.6712486885322,-32.332047248158105,59598.11403722222,0,
7127535271804994,55.73954997645361,-32.35572323583707,59598.11403722222,0,
7127535271804995,55.6794865957205,-32.337474075125364,59598.11403722222,0,
7127535271804999,55.71310465597826,-32.35534577634111,59598.11403722222,0,
7127535271805001,55.6501701627346,-32.33662188242982,59598.11403722222,0,
7127535271805002,55.63782256668695,-32.334377192926524,59598.11403722222,0,
7127535271805006,55.77136946900845,-32.38748085895623,59598.11403722222,0,
7127535271805007,55.773160199896765,-32.38818377249552,59598.11403722222,0,
7127535271805008,55.73581970080175,-32.3790784504609,59598.11403722222,0,
7127535271805010,55.76816782711969,-32.391257245099766,59598.11403722222,0,
7127535271805012,55.76672877629432,-32.39548940041984,59598.11403722222,0,
85620264850686443,55.60850960921736,-32.29612934860244,59791.35326122453,0,
85620264850686480,55.61497580100947,-32.310988769276264,59791.35326122453,0,
85620264850686481,55.61547091667669,-32.32965622326039,59791.35326122453,0,
85620264850686494,55.61764781832834,-32.34691020976334,59791.35326122453,0,
85620264850686509,55.62130386355676,-32.37253514862533,59791.35326122453,0,
85620264850686513,55.62342762912031,-32.40046012305857,59791.35326122453,0,
85620264850686517,55.62795382495507,-32.443522271940914,59791.35326122453,0,
85620264850686518,55.62849080916952,-32.45751946096674,59791.35326122453,0,
85620264850686519,55.62771702589664,-32.41123615574732,59791.35326122453,0,
85620264850686522,55.62871845462996,-32.3504738523751,59791.35326122453,0,
85620264850686524,55.63000791098272,-32.40392281590107,59791.35326122453,0,
85620264850686527,55.62952837964615,-32.33923785016096,59791.35326122453,0,
85620264850686528,55.63047962425486,-32.37095902084105,59791.35326122453,0,
85620264850686530,55.63047590902446,-32.36406749307139,59791.35326122453,0,
85620264850686531,55.63157909631852,-32.361800093880326,59791.35326122453,0,
85620264850686537,55.63562500162699,-32.37281845416937,59791.35326122453,0,
85620264850686538,55.63589464009737,-32.4088956621261,59791.35326122453,0,
85620264850686541,55.634748357362106,-32.29340469095589,59791.35326122453,0,
85620264850686545,55.6387357898885,-32.409521644409566,59791.35326122453,0,
85620264850686546,55.63797255644364,-32.33440963106095,59791.35326122453,0,
85620264850686549,55.640094519466224,-32.29762406346195,59791.35326122453,0,
85620264850686552,55.64459749183472,-32.39654340228011,59791.35326122453,0,
85620264850686553,55.64451827094008,-32.36592194767236,59791.35326122453,0,
85620264850686564,55.65030788201599,-32.432660545199056,59791.35326122453,0,
85620264850686569,55.65133766741905,-32.43129148213881,59791.35326122453,0,
85620264850686570,55.65223921776788,-32.417672213869984,59791.35326122453,0,
85620264850686572,55.65298840508176,-32.40387737539612,59791.35326122453,0,
85620264850686573,55.65528227163736,-32.46091011146171,59791.35326122453,0,
85620264850686577,55.65508294118021,-32.36274909680062,59791.35326122453,0,
85620264850686584,55.657806531124606,-32.3154180897614,59791.35326122453,0,
85620264850686603,55.67287027503599,-32.459851626215446,59791.35326122453,0,
85620264850686618,55.67780626171821,-32.33414783342234,59791.35326122453,0,
85620264850686627,55.685778537765984,-32.42019008329387,59791.35326122453,0,
85620264850686631,55.68516694283584,-32.30814110718622,59791.35326122453,0,
85620264850686634,55.68924285839124,-32.37820145837426,59791.35326122453,0,
85620264850686638,55.69092862386771,-32.403074829412525,59791.35326122453,0,
85620264850686642,55.69035940834229,-32.32390968511508,59791.35326122453,0,
85620264850686650,55.69463275827281,-32.32047715994893,59791.35326122453,0,
85620264850686658,55.699761173843655,-32.37057029375793,59791.35326122453,0,
85620264850686673,55.70783343240715,-32.43979381642062,59791.35326122453,0,
85620264850686679,55.71194328953968,-32.355150978587474,59791.35326122453,0,
85620264850686685,55.71418145417348,-32.37294510889309,59791.35326122453,0,
85620264850686692,55.71543501626928,-32.294298324178186,59791.35326122453,0,
85620264850686701,55.721971218762974,-32.415807834320766,59791.35326122453,0,
85620264850686707,55.72271375998356,-32.35142558334397,59791.35326122453,0,
85620264850686716,55.72727159038835,-32.352515208569656,59791.35326122453,0,
85620264850686730,55.73148466067917,-32.3174542396189,59791.35326122453,0,
85620264850686733,55.73442020398394,-32.40510460834834,59791.35326122453,0,
85620264850686735,55.73675820220472,-32.37833870538176,59791.35326122453,0,
85620264850686737,55.7341100349804,-32.316078033718206,59791.35326122453,0,
85620264850686738,55.73331354516272,-32.28847230966675,59791.35326122453,0,
85620264850686745,55.736464342663645,-32.28836915757896,59791.35326122453,0,
